,0
JD,2459852
Date,9-29-2022
LST Range,20.059 -- 8.021 hours
X-Engine Status,Y Y N Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,180
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 3 dish_ok: 1 RF_maintenance: 36 RF_ok: 9 digital_maintenance: 11 digital_ok: 97 not_connected: 23
Commanded Signal Source,
Antennas in Commanded State,0 / 180 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,16
Nodes Registering 0s,
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,61 / 180 (33.9%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,114 / 180 (63.3%)
Redcal Done?,Y
Redcal Flagged Antennas,46 / 180 (25.6%)
Never Flagged Antennas,20 / 180 (11.1%)
A Priori Good Antennas Flagged,"86 / 97 total a priori good antennas: 3, 5, 7, 9, 10, 15, 16, 17, 21, 29, 30, 31, 37, 38, 40, 41, 42, 46, 51, 53, 54, 55, 56, 65, 66, 68, 69, 71, 72, 73, 81, 83, 84, 85, 86, 88, 91, 98, 99, 100, 101, 103, 105, 106, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 124, 127, 128, 129, 140, 141, 142, 143, 144, 156, 157, 158, 160, 161, 162, 163, 164, 165, 167, 169, 170, 176, 177, 178, 179, 181, 184, 186, 187, 189, 190, 191"
A Priori Bad Antennas Not Flagged,"9 / 83 total a priori bad antennas: 4, 82, 89, 90, 125, 136, 138, 148, 168"
