,0
JD,2459905
Date,11-21-2022
LST Range,23.538 -- 9.495 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,201
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 7 dish_ok: 1 RF_maintenance: 52 RF_ok: 19 digital_ok: 98 not_connected: 24
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 201 (0.0%)
Antennas in Commanded State (observed),0 / 201 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,18
Nodes Registering 0s,N20
Nodes Not Correlating,"N05, N07"
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,86 / 201 (42.8%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,134 / 201 (66.7%)
Redcal Done?,N
Never Flagged Antennas,54 / 201 (26.9%)
A Priori Good Antennas Flagged,"67 / 98 total a priori good antennas: 3, 7, 9, 15, 17, 19, 21, 29, 30, 37, 38, 42, 44, 45, 51, 53, 54, 55, 56, 59, 68, 71, 72, 81, 83, 84, 86, 88, 93, 94, 98, 99, 100, 101, 103, 107, 108, 109, 111, 116, 117, 118, 121, 122, 123, 136, 140, 142, 143, 146, 155, 158, 161, 164, 165, 170, 181, 182, 183, 184, 185, 186, 187, 189, 190, 191, 202"
A Priori Bad Antennas Not Flagged,"23 / 103 total a priori bad antennas: 22, 35, 48, 62, 64, 79, 89, 115, 120, 125, 132, 139, 148, 149, 168, 207, 220, 221, 223, 238, 324, 325, 333"
